F814W_vegamag F606W_F814W
23.736 2.333000000000002
20.843000000000004 2.577999999999996
22.568 1.0769999999999982
21.083000000000002 1.995000000000001
22.518 2.038999999999998
22.775 0.8870000000000005
24.151999999999997 1.5030000000000037
22.017 0.6460000000000008
22.232 1.6739999999999995
22.785999999999998 1.3270000000000053
22.569000000000003 1.2199999999999989
22.607 1.283999999999999
22.741 1.218
22.621 0.934000000000001
22.151 2.6739999999999995
22.401999999999997 2.208000000000002
22.951 0.9309999999999974
22.851 2.1380000000000017
23.428 1.2429999999999986
23.002 2.4030000000000022
23.976 1.4510000000000005
23.198 1.9550000000000018
23.284000000000002 1.689
23.648000000000003 1.4529999999999959
24.094 1.0799999999999983
24.01 2.5139999999999993
24.249000000000002 0.6229999999999976
23.891 1.4800000000000004
23.750999999999998 1.5890000000000022
24.125 0.7360000000000007
24.136999999999997 0.8530000000000015
24.026999999999997 2.0180000000000042
23.853 2.455000000000002
24.592 0.7690000000000019
24.419 1.011999999999997
24.549 0.6009999999999991
24.561 0.7650000000000006
24.568 0.657
24.587 0.9349999999999987
24.744 0.8109999999999999
24.518 1.0239999999999974
24.674 0.7759999999999998
24.415 1.3249999999999993
25.118000000000002 0.42799999999999727
24.879 0.37900000000000134
24.822 0.9089999999999989
24.493000000000002 1.1759999999999984
24.415 1.3669999999999973
24.898000000000003 0.4629999999999974
24.589000000000002 1.046999999999997
24.424 2.049000000000003
24.654 0.9369999999999976
24.724 1.125
24.764 1.4590000000000032
24.881 0.5700000000000003
25.088 0.7089999999999961
24.673000000000002 1.0549999999999997
24.903000000000002 0.9629999999999974
24.487 2.3480000000000025
24.618000000000002 1.4229999999999983
24.721 0.9809999999999981
25.271 0.5370000000000026
25.026 3.6720000000000006
24.765 1.2850000000000001
24.933000000000003 0.9859999999999971
24.875999999999998 1.8390000000000022
25.24 0.3460000000000001
25.096999999999998 0.8410000000000046
25.151999999999997 0.8100000000000023
25.143 0.8859999999999992
25.351 0.4420000000000037
24.809 1.3299999999999983
24.878 2.2600000000000016
24.808000000000003 1.9449999999999967
25.546 0.20300000000000296
24.851 1.0990000000000002
25.236 0.4939999999999998
24.945 1.1640000000000015
24.894000000000002 1.1789999999999985
24.976 1.1359999999999992
25.1 0.7809999999999988
25.081999999999997 0.7340000000000018
25.171 1.1759999999999984
25.118000000000002 0.7769999999999975
25.465 0.32099999999999795
25.299 0.6920000000000002
25.069000000000003 0.9949999999999974
25.393 0.3639999999999972
25.625 0.4330000000000034
25.158 0.7669999999999995
24.956999999999997 1.2850000000000001
25.269000000000002 0.5969999999999978
25.055999999999997 0.985000000000003
25.33 0.7290000000000028
25.41 0.43900000000000006
25.059 1.1229999999999976
25.244 0.6610000000000014
24.881 2.402000000000001
25.136 1.254999999999999
25.514 0.6359999999999992
25.33 0.7900000000000027
24.926 2.1900000000000013
25.215 1.0090000000000003
25.016 1.4450000000000003
25.058000000000003 1.7419999999999973
25.114 1.279
25.204 0.9229999999999983
25.256 1.1189999999999998
25.49 0.4250000000000007
25.346 1.0370000000000026
25.523000000000003 0.8200000000000003
25.069000000000003 1.2099999999999973
25.323 1.1460000000000008
25.328000000000003 0.7179999999999964
25.516 0.44700000000000273
25.435 0.6330000000000027
25.219 0.929000000000002
25.408 0.6350000000000016
25.575 0.6940000000000026
25.11 3.809000000000001
24.938000000000002 2.610999999999997
25.284000000000002 1.014999999999997
25.029 2.357999999999997
25.698 0.5739999999999981
25.058000000000003 2.219999999999999
25.426 0.7770000000000046
25.081 1.6550000000000011
25.379 0.7179999999999964
25.267 2.6530000000000022
25.434 0.5850000000000009
25.588 0.7789999999999964
25.209 1.009000000000004
25.272 1.1280000000000001
25.500999999999998 0.6180000000000021
25.33 1.6230000000000047
25.336 1.1359999999999992
25.419 1.0719999999999992
25.35 1.0369999999999955
25.357 0.7830000000000013
25.539 0.5559999999999974
25.616 0.6750000000000007
25.814 0.4190000000000005
25.629 0.4559999999999995
25.368000000000002 1.0509999999999984
25.7 0.4269999999999996
25.599 0.8399999999999999
25.228 1.3719999999999999
25.666999999999998 0.7020000000000017
25.47 1.0700000000000003
25.802 0.3180000000000014
25.978 0.2469999999999999
25.570999999999998 0.8130000000000024
25.548000000000002 0.9979999999999976
25.213 1.2809999999999988
25.776999999999997 0.5390000000000015
25.869 0.48499999999999943
25.785 0.565999999999999
25.451 0.9720000000000013
25.644000000000002 0.796999999999997
25.276999999999997 3.0160000000000053
25.607 0.8410000000000011
26.076999999999998 3.3840000000000003
25.579 0.9279999999999973
25.471999999999998 1.046000000000003
25.772 0.6699999999999982
25.525 0.9420000000000002
25.379 1.7240000000000002
25.473000000000003 1.4079999999999977
25.396 1.4599999999999973
25.276 2.314
25.74 0.7070000000000007
25.416 1.0920000000000023
25.613000000000003 0.7349999999999994
26.038 0.3269999999999982
25.666999999999998 0.9720000000000013
25.741999999999997 0.8620000000000019
25.689 0.8659999999999997
25.488000000000003 1.2459999999999987
26.068 0.40500000000000114
25.674 0.8800000000000026
25.654 0.968
25.851 0.6590000000000025
25.579 0.8640000000000008
26.068 0.2309999999999981
26.109 0.16999999999999815
25.671999999999997 1.071000000000005
25.923000000000002 0.4659999999999975
25.603 1.166999999999998
26.206 0.3130000000000024
26.101 0.3290000000000006
25.761 0.6590000000000025
25.436 1.8530000000000015
25.459 1.2669999999999995
25.65 1.0750000000000028
25.874000000000002 0.8129999999999953
25.656 1.0459999999999994
25.575 0.9969999999999999
25.671999999999997 1.0450000000000017
25.824 0.7289999999999992
25.639 1.315999999999999
25.502 1.426000000000002
26.101 0.583000000000002
25.748 0.9279999999999973
25.598000000000003 1.0999999999999979
25.928 0.4660000000000011
25.531999999999996 1.2850000000000001
25.478 1.9889999999999972
25.905 0.5630000000000024
25.654 0.8879999999999981
25.796 0.875
25.726999999999997 0.9550000000000018
26.011999999999997 0.4190000000000005
26.022 0.6400000000000006
26.006999999999998 0.5940000000000012
25.838 0.9939999999999962
25.859 0.7979999999999947
25.802 0.9570000000000007
25.665 1.7699999999999996
26.201999999999998 0.4490000000000016
25.691999999999997 1.196000000000005
25.872 0.6589999999999989
25.997 0.657
25.629 1.3569999999999993
25.921 0.7949999999999982
25.706999999999997 1.3480000000000025
25.680999999999997 1.1830000000000034
26.156 0.44099999999999895
26.145 0.43100000000000094
25.956 0.6660000000000004
26.092 0.5760000000000041
25.84 0.8300000000000018
25.947 0.5449999999999982
25.861 0.9179999999999993
25.736 1.2680000000000007
26.197 0.2970000000000006
26.355 0.35800000000000054
26.005 0.809000000000001
26.127 0.2940000000000005
26.025 0.7240000000000038
25.836 1.0970000000000049
25.988000000000003 0.47199999999999775
26.343000000000004 0.3219999999999956
25.837 0.9649999999999999
26.031999999999996 0.5880000000000045
26.013 0.6819999999999986
26.338 0.34699999999999775
26.04 0.6169999999999973
25.730999999999998 1.2650000000000006
25.896 1.115999999999996
25.688000000000002 1.3350000000000009
26.065 0.47099999999999653
25.891 1.0410000000000004
26.215999999999998 0.5090000000000039
25.804000000000002 1.070999999999998
25.844 1.296999999999997
26.293000000000003 0.17999999999999972
25.998 0.8639999999999972
26.441 0.23400000000000176
25.625 1.5319999999999965
25.906 0.8790000000000013
25.87 0.9930000000000021
26.168000000000003 0.4679999999999964
25.984 0.6789999999999985
26.179000000000002 0.5909999999999975
26.084 0.8469999999999978
26.104 0.5180000000000007
26.031999999999996 0.8390000000000022
